what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546212172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546213282
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1398546215101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546217166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546221594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546337862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546350314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546363312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546365270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546368233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546376463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546380705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546383140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546391902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546413332
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1398546444095
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1398546444149
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1398546444747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546449723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546451157
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1398546451271
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1398546451717
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398546452136
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1398546454640
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1398546454640
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1398546454640
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1398546454640
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1398546454656
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1398546454656
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1398546454656
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1398546454656
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1398546454656
